gene_id	gene_name	gene_type	n_isoforms	n_pairs	n_share_3p	n_share_5p	rate_3p	rate_5p	delta_3p_vs_5p
ENSG00000230289	ENSG00000230289	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000296035	ENSG00000296035	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000299681	ENSG00000299681	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000204007	GLT6D1	protein_coding	3	3	3	1	1.0	0.333333	0.666667
ENSG00000297301	ENSG00000297301	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000237419	ENSG00000237419	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000295912	ENSG00000295912	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000295332	ENSG00000295332	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000309509	ENSG00000309509	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000293819	ENSG00000293819	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000165985	C1QL3	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000283000	LINC02635	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000227475	ENSG00000227475	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000293390	ENSG00000293390	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000295473	ENSG00000295473	lncRNA	2	1	1	1	1.0	1.0	0.0
ENSG00000266524	GDF10	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000305625	ENSG00000305625	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000181915	ADO	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000272892	ENSG00000272892	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000075073	TACR2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000138316	ADAMTS14	protein_coding	5	10	10	0	1.0	0.0	1.0
ENSG00000293869	ENSG00000293869	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000204033	LRIT2	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000296397	ENSG00000296397	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000289258	ENSG00000289258	protein_coding_CDS_not_defined	3	3	3	0	1.0	0.0	1.0
ENSG00000306542	ENSG00000306542	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000173239	LIPM	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000297689	ENSG00000297689	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000148680	HTR7	protein_coding	3	3	3	1	1.0	0.333333	0.666667
ENSG00000107854	TNKS2	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000231233	CFAP58-DT	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000305773	ENSG00000305773	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000309420	ENSG00000309420	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000307246	ENSG00000307246	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000176769	TCERG1L	retained_intron	3	3	3	0	1.0	0.0	1.0
ENSG00000225899	FRG2B	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000229671	LINC01150	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000238184	CD81-AS1	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000298730	ENSG00000298730	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000293433	ENSG00000293433	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000196778	OR52K1	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000180785	OR51E1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000176925	OR51F2	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000176900	OR51T1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000290651	ENSG00000290651	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000171944	OR52A5	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000213931	HBE1	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000175518	UBQLNL	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000188124	OR2AG2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000279486	OR2AG1	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000279000	OR10A6	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000182261	NLRP10	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000295117	ENSG00000295117	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000306978	ENSG00000306978	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000302599	ENSG00000302599	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000310235	ENSG00000310235	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000307612	ENSG00000307612	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000296844	ENSG00000296844	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000181939	OR4C15	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000124900	TRIM51	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000290744	ENSG00000290744	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000167822	OR8J3	protein_coding_CDS_not_defined	3	3	3	0	1.0	0.0	1.0
ENSG00000280314	OR8K3	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000284732	ENSG00000284732	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000172457	OR9G4	protein_coding_CDS_not_defined	4	6	6	0	1.0	0.0	1.0
ENSG00000172377	OR9I1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000172324	OR5A2	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000172742	OR4D9	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000297950	ENSG00000297950	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000306400	ENSG00000306400	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000301154	ENSG00000301154	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000173825	TIGD3	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000303303	ENSG00000303303	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000287725	ENSG00000287725	nonsense_mediated_decay	2	1	1	1	1.0	1.0	0.0
ENSG00000300258	ENSG00000300258	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000151365	THRSP	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000295461	ENSG00000295461	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000255855	KDM4F	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000170276	HSPB2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000308929	ENSG00000308929	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000302033	ENSG00000302033	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000308774	ENSG00000308774	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000254737	OR10G4	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000234560	OR10G8	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000290668	ENSG00000290668	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000255425	OR8G3	protein_coding_LoF	2	1	1	0	1.0	0.0	1.0
ENSG00000299067	ENSG00000299067	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000285901	ENSG00000285901	nonsense_mediated_decay	2	1	1	1	1.0	1.0	0.0
ENSG00000111701	APOBEC1	nonsense_mediated_decay	2	1	1	0	1.0	0.0	1.0
ENSG00000205857	NANOGNB	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000309236	ENSG00000309236	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000297166	ENSG00000297166	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000257046	SLCO1B3-SLCO1B7	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000310456	ENSG00000310456	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000294110	ENSG00000294110	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000186897	C1QL4	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000186452	TMPRSS12	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000179695	OR6C2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000303459	ENSG00000303459	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000139289	PHLDA1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000300345	ENSG00000300345	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000310158	ENSG00000310158	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000300151	ENSG00000300151	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000308024	ENSG00000308024	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000301649	ENSG00000301649	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000301546	ENSG00000301546	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000300751	ENSG00000300751	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000297620	ENSG00000297620	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000111432	FZD10	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000303473	ENSG00000303473	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000299616	ENSG00000299616	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000300036	ENSG00000300036	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000298094	ENSG00000298094	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000183463	URAD	protein_coding_CDS_not_defined	2	1	1	0	1.0	0.0	1.0
ENSG00000296459	ENSG00000296459	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000300500	ENSG00000300500	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000299690	ENSG00000299690	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000229665	PRR20C	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000288765	ENSG00000288765	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000178235	SLITRK1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000296744	ENSG00000296744	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000292285	ENSG00000292285	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000297638	ENSG00000297638	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000250878	METTL21EP	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000234551	LINC01309	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000298702	ENSG00000298702	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000302275	ENSG00000302275	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000229520	LINC00404	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000176253	OR4K13	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000176230	OR4K17	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000196832	OR11G2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000300624	ENSG00000300624	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000182545	RNASE10	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000169208	OR10G3	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000295903	ENSG00000295903	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000166090	IL25	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000296586	ENSG00000296586	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000176165	FOXG1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000139874	SSTR1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000299120	ENSG00000299120	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000301115	ENSG00000301115	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000304345	ENSG00000304345	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000165506	DNAAF2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000287156	ENSG00000287156	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000126821	SGPP1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000133985	TTC9	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000258866	ENSG00000258866	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000301658	ENSG00000301658	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000306974	ENSG00000306974	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000197406	DIO3	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000294858	ENSG00000294858	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000227729	RD3L	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000066735	KIF26A	protein_coding	4	6	6	0	1.0	0.0	1.0
ENSG00000230031	POTEB2	nonsense_mediated_decay	2	1	1	1	1.0	1.0	0.0
ENSG00000298463	ENSG00000298463	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000307376	ENSG00000307376	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000308595	ENSG00000308595	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000104140	RHOV	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000259284	LINC02349	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000297131	ENSG00000297131	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000309017	ENSG00000309017	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000298608	ENSG00000298608	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000259281	LINGO1-AS2	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000289561	ENSG00000289561	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000260836	ENSG00000260836	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000169594	BNC1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000259620	ENSG00000259620	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000261441	POLG-DT	lncRNA	8	28	28	0	1.0	0.0	1.0
ENSG00000257108	NHLRC4	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000127588	GNG13	protein_coding	3	3	3	1	1.0	0.333333	0.666667
ENSG00000005513	SOX8	retained_intron	6	15	15	0	1.0	0.0	1.0
ENSG00000174109	UQCC4	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000215148	PRSS41	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000304416	ENSG00000304416	lncRNA	5	10	10	0	1.0	0.0	1.0
ENSG00000215131	C16orf90	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000155714	PDZD9	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000006116	CACNG3	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000261045	LINC02129	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000150281	CTF1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000278848	TP53TG3F	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000302161	ENSG00000302161	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000303450	ENSG00000303450	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000302626	ENSG00000302626	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000286140	DERPC	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000260734	TLE7	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000279129	ENSG00000279129	TEC	2	1	1	0	1.0	0.0	1.0
ENSG00000301479	ENSG00000301479	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000298509	ENSG00000298509	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000304885	ENSG00000304885	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000305326	ENSG00000305326	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000184166	OR1D2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000261915	ENSG00000261915	nonsense_mediated_decay	2	1	1	0	1.0	0.0	1.0
ENSG00000184560	SPEM2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000296386	ENSG00000296386	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000288750	ENSG00000288750	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000298074	ENSG00000298074	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000303252	ENSG00000303252	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000223510	CDRT15	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000265163	CDRT8	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000297887	ENSG00000297887	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000301358	ENSG00000301358	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000108255	CRYBA1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000295606	ENSG00000295606	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000181374	CCL13	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000270765	GAS2L2	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000302706	ENSG00000302706	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000302846	ENSG00000302846	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000306576	ENSG00000306576	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000274611	TBC1D3	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000308563	ENSG00000308563	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000171446	KRT27	protein_coding_CDS_not_defined	2	1	1	0	1.0	0.0	1.0
ENSG00000212901	KRTAP3-1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000126337	KRT36	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000131094	C1QL1	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000184361	SPATA32	nonsense_mediated_decay	3	3	3	0	1.0	0.0	1.0
ENSG00000299808	ENSG00000299808	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000287337	ENSG00000287337	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000108878	CACNG1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000263893	ENSG00000263893	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000297340	ENSG00000297340	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000109089	CDR2L	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000129654	FOXJ1	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000295072	ENSG00000295072	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000286126	ENSG00000286126	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000266149	ENSG00000266149	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000298314	ENSG00000298314	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000301849	ENSG00000301849	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000297020	ENSG00000297020	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000154611	PSMA8	nonsense_mediated_decay	5	10	10	0	1.0	0.0	1.0
ENSG00000286465	ENSG00000286465	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000302833	LINC02879	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000134765	DSC1	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000300246	ENSG00000300246	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000299730	ENSG00000299730	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000172361	CFAP53	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000267226	MALT1-AS1	lncRNA	5	10	10	0	1.0	0.0	1.0
ENSG00000300961	ENSG00000300961	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000287295	ENSG00000287295	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000185198	PRSS57	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000196415	PRTN3	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000181588	MEX3D	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000183397	TEKTIP1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000173976	RAX2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000212123	PRR22	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000130383	FUT5	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000308886	ENSG00000308886	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000125650	PSPN	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000182315	MBD3L3	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000237521	OR7E24	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000306835	ENSG00000306835	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000185385	OR7A17	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000308812	ENSG00000308812	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000293570	ENSG00000293570	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000266977	ENSG00000266977	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000309006	ENSG00000309006	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000105261	OVOL3	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000188505	NCCRP1	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000272395	IFNL4	protein_coding_LoF	3	3	3	3	1.0	1.0	0.0
ENSG00000249861	LGALS16	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000273111	LYPD4	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000296972	ENSG00000296972	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000131126	TEX101	protein_coding	5	10	10	0	1.0	0.0	1.0
ENSG00000169515	CCDC8	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000182324	KCNJ14	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000224420	ADM5	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000290915	KLKP1	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000204595	DPRX	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000248385	TARM1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000180043	GARIN5B	nonsense_mediated_decay	2	1	1	0	1.0	0.0	1.0
ENSG00000178591	DEFB125	protein_coding_CDS_not_defined	2	1	1	0	1.0	0.0	1.0
ENSG00000307156	ENSG00000307156	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000305741	ENSG00000305741	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000101222	SPEF1	protein_coding	4	6	6	3	1.0	0.5	0.5
ENSG00000298258	ENSG00000298258	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000294032	ENSG00000294032	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000297579	ENSG00000297579	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000286270	ENSG00000286270	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000275358	ENSG00000275358	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000303040	ENSG00000303040	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000296281	ENSG00000296281	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000285382	ENSG00000285382	protein_coding	4	6	6	3	1.0	0.5	0.5
ENSG00000131050	BPIFA2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000125966	MMP24	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000101447	FAM83D	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000124145	SDC4	protein_coding	4	6	6	0	1.0	0.0	1.0
ENSG00000180083	WFDC11	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000101470	TNNC2	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000298888	ENSG00000298888	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000158470	B4GALT5	protein_coding	3	3	3	0	1.0	0.0	1.0
ENSG00000231604	ENSG00000231604	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000225708	ENSG00000225708	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000101188	NTSR1	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000296514	ENSG00000296514	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000308804	ENSG00000308804	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000232512	ENSG00000232512	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000296857	ENSG00000296857	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000295250	ENSG00000295250	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000301393	ENSG00000301393	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000310082	ENSG00000310082	lncRNA	4	6	6	0	1.0	0.0	1.0
ENSG00000301200	ENSG00000301200	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000241728	ENSG00000241728	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000234880	LINC00163	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000183535	COL18A1-AS1	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000128218	VPREB3	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000309348	ENSG00000309348	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000304686	ENSG00000304686	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000289489	ENSG00000289489	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000128276	RFPL3	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000295622	ENSG00000295622	lncRNA	3	3	3	0	1.0	0.0	1.0
ENSG00000272694	ENSG00000272694	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000241360	PDXP	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000221890	NPTXR	protein_coding	2	1	1	1	1.0	1.0	0.0
ENSG00000299223	ENSG00000299223	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000300169	ENSG00000300169	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000188263	IL17REL	nonsense_mediated_decay	3	3	3	1	1.0	0.333333	0.666667
ENSG00000073169	SELENOO	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000183304	FAM9A	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000234469	CLDN34	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000182798	MAGEB17	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000233403	ENSG00000233403	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000306433	ENSG00000306433	lncRNA	2	1	1	0	1.0	0.0	1.0
ENSG00000269791	SSX4B	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000274274	GAGE13	protein_coding	2	1	1	0	1.0	0.0	1.0
ENSG00000295312	ENSG00000295312	lncRNA	2	1	1	0	1.0	0.0	1.0
